id,Response,Question,id_Caso
49,6,initial_confidence,G7
50,6,initial_confidence,G7
51,5,initial_confidence,G7
52,5,initial_confidence,G7
53,5,initial_confidence,G7
54,6,initial_confidence,G7
55,6,initial_confidence,G7
56,5,initial_confidence,G7
57,6,initial_confidence,G7
59,6,initial_confidence,G7
62,5,initial_confidence,G7
63,4,initial_confidence,G7
65,6,initial_confidence,G7
68,5,initial_confidence,G7
44,2,complexity_perceived,G7
48,1,complexity_perceived,G7
49,2,complexity_perceived,G7
50,2,complexity_perceived,G7
51,1,complexity_perceived,G7
52,3,complexity_perceived,G7
53,2,complexity_perceived,G7
54,2,complexity_perceived,G7
55,1,complexity_perceived,G7
56,1,complexity_perceived,G7
57,2,complexity_perceived,G7
59,1,complexity_perceived,G7
62,3,complexity_perceived,G7
63,3,complexity_perceived,G7
65,1,complexity_perceived,G7
68,2,complexity_perceived,G7
44,6,final_confidence,G7
48,6,final_confidence,G7
49,6,final_confidence,G7
50,6,final_confidence,G7
51,5,final_confidence,G7
52,5,final_confidence,G7
53,5,final_confidence,G7
54,5,final_confidence,G7
55,6,final_confidence,G7
56,5,final_confidence,G7
57,6,final_confidence,G7
59,6,final_confidence,G7
62,6,final_confidence,G7
63,4,final_confidence,G7
65,6,final_confidence,G7
68,6,final_confidence,G7
44,3,utility,G7
48,4,utility,G7
49,3,utility,G7
50,3,utility,G7
51,2,utility,G7
52,4,utility,G7
53,2,utility,G7
54,1,utility,G7
55,1,utility,G7
56,1,utility,G7
57,2,utility,G7
59,1,utility,G7
62,3,utility,G7
63,3,utility,G7
65,1,utility,G7
68,3,utility,G7
44,1,Ground_truth,G7
48,1,Ground_truth,G7
49,1,Ground_truth,G7
50,1,Ground_truth,G7
51,1,Ground_truth,G7
52,1,Ground_truth,G7
53,1,Ground_truth,G7
54,1,Ground_truth,G7
55,1,Ground_truth,G7
56,1,Ground_truth,G7
57,1,Ground_truth,G7
59,1,Ground_truth,G7
62,1,Ground_truth,G7
63,1,Ground_truth,G7
65,1,Ground_truth,G7
68,1,Ground_truth,G7
44,1,reliance_pattern,G7
48,1,reliance_pattern,G7
49,1,reliance_pattern,G7
50,1,reliance_pattern,G7
51,1,reliance_pattern,G7
52,1,reliance_pattern,G7
53,1,reliance_pattern,G7
54,1,reliance_pattern,G7
55,1,reliance_pattern,G7
56,1,reliance_pattern,G7
57,1,reliance_pattern,G7
59,1,reliance_pattern,G7
62,1,reliance_pattern,G7
63,1,reliance_pattern,G7
65,1,reliance_pattern,G7
68,1,reliance_pattern,G7
44,5,initial_confidence,G8
48,5,initial_confidence,G8
49,6,initial_confidence,G8
50,3,initial_confidence,G8
51,3,initial_confidence,G8
52,5,initial_confidence,G8
53,4,initial_confidence,G8
54,3,initial_confidence,G8
55,4,initial_confidence,G8
56,3,initial_confidence,G8
57,3,initial_confidence,G8
59,6,initial_confidence,G8
62,4,initial_confidence,G8
63,5,initial_confidence,G8
65,2,initial_confidence,G8
68,4,initial_confidence,G8
44,4,complexity_perceived,G8
48,4,complexity_perceived,G8
49,3,complexity_perceived,G8
50,4,complexity_perceived,G8
51,3,complexity_perceived,G8
52,4,complexity_perceived,G8
53,3,complexity_perceived,G8
54,4,complexity_perceived,G8
55,3,complexity_perceived,G8
56,3,complexity_perceived,G8
57,4,complexity_perceived,G8
59,1,complexity_perceived,G8
62,4,complexity_perceived,G8
63,2,complexity_perceived,G8
65,4,complexity_perceived,G8
68,4,complexity_perceived,G8
44,6,final_confidence,G8
48,5,final_confidence,G8
49,6,final_confidence,G8
50,4,final_confidence,G8
51,4,final_confidence,G8
52,5,final_confidence,G8
53,4,final_confidence,G8
54,4,final_confidence,G8
55,3,final_confidence,G8
56,3,final_confidence,G8
57,4,final_confidence,G8
59,6,final_confidence,G8
62,4,final_confidence,G8
63,5,final_confidence,G8
65,3,final_confidence,G8
68,4,final_confidence,G8
44,4,utility,G8
48,4,utility,G8
49,2,utility,G8
50,3,utility,G8
51,3,utility,G8
52,5,utility,G8
53,4,utility,G8
54,4,utility,G8
55,1,utility,G8
56,2,utility,G8
57,4,utility,G8
59,1,utility,G8
62,3,utility,G8
63,2,utility,G8
65,4,utility,G8
68,2,utility,G8
44,1,Ground_truth,G8
48,1,Ground_truth,G8
49,1,Ground_truth,G8
50,1,Ground_truth,G8
51,1,Ground_truth,G8
52,1,Ground_truth,G8
53,1,Ground_truth,G8
54,1,Ground_truth,G8
55,1,Ground_truth,G8
56,1,Ground_truth,G8
57,1,Ground_truth,G8
59,1,Ground_truth,G8
62,1,Ground_truth,G8
63,1,Ground_truth,G8
65,1,Ground_truth,G8
68,1,Ground_truth,G8
44,1,reliance_pattern,G8
48,1,reliance_pattern,G8
49,1,reliance_pattern,G8
50,1,reliance_pattern,G8
51,0,reliance_pattern,G8
52,1,reliance_pattern,G8
53,1,reliance_pattern,G8
54,1,reliance_pattern,G8
55,0,reliance_pattern,G8
56,1,reliance_pattern,G8
57,0,reliance_pattern,G8
59,1,reliance_pattern,G8
62,1,reliance_pattern,G8
63,1,reliance_pattern,G8
65,1,reliance_pattern,G8
68,1,reliance_pattern,G8
44,4,initial_confidence,G9
48,3,initial_confidence,G9
49,5,initial_confidence,G9
50,5,initial_confidence,G9
51,4,initial_confidence,G9
52,4,initial_confidence,G9
53,3,initial_confidence,G9
54,4,initial_confidence,G9
55,4,initial_confidence,G9
56,5,initial_confidence,G9
57,4,initial_confidence,G9
59,6,initial_confidence,G9
62,5,initial_confidence,G9
63,4,initial_confidence,G9
65,4,initial_confidence,G9
68,2,initial_confidence,G9
44,5,complexity_perceived,G9
48,4,complexity_perceived,G9
49,2,complexity_perceived,G9
50,2,complexity_perceived,G9
51,3,complexity_perceived,G9
52,5,complexity_perceived,G9
53,3,complexity_perceived,G9
54,2,complexity_perceived,G9
55,3,complexity_perceived,G9
56,1,complexity_perceived,G9
57,3,complexity_perceived,G9
59,3,complexity_perceived,G9
62,4,complexity_perceived,G9
63,3,complexity_perceived,G9
65,3,complexity_perceived,G9
68,4,complexity_perceived,G9
44,4,final_confidence,G9
48,4,final_confidence,G9
49,5,final_confidence,G9
50,6,final_confidence,G9
51,3,final_confidence,G9
52,5,final_confidence,G9
53,4,final_confidence,G9
54,4,final_confidence,G9
55,4,final_confidence,G9
56,5,final_confidence,G9
57,5,final_confidence,G9
59,6,final_confidence,G9
62,4,final_confidence,G9
63,5,final_confidence,G9
65,4,final_confidence,G9
68,3,final_confidence,G9
44,4,utility,G9
48,4,utility,G9
49,3,utility,G9
50,4,utility,G9
51,1,utility,G9
52,5,utility,G9
53,4,utility,G9
54,2,utility,G9
55,3,utility,G9
56,1,utility,G9
57,4,utility,G9
59,1,utility,G9
62,3,utility,G9
63,2,utility,G9
65,5,utility,G9
68,5,utility,G9
44,1,Ground_truth,G9
48,1,Ground_truth,G9
49,1,Ground_truth,G9
50,1,Ground_truth,G9
51,1,Ground_truth,G9
52,1,Ground_truth,G9
53,1,Ground_truth,G9
54,1,Ground_truth,G9
55,1,Ground_truth,G9
56,1,Ground_truth,G9
57,1,Ground_truth,G9
59,1,Ground_truth,G9
62,1,Ground_truth,G9
63,1,Ground_truth,G9
65,1,Ground_truth,G9
68,1,Ground_truth,G9
44,1,reliance_pattern,G9
48,0,reliance_pattern,G9
49,1,reliance_pattern,G9
50,1,reliance_pattern,G9
51,1,reliance_pattern,G9
52,1,reliance_pattern,G9
53,1,reliance_pattern,G9
54,1,reliance_pattern,G9
55,1,reliance_pattern,G9
56,1,reliance_pattern,G9
57,1,reliance_pattern,G9
59,1,reliance_pattern,G9
62,1,reliance_pattern,G9
63,1,reliance_pattern,G9
65,0,reliance_pattern,G9
68,0,reliance_pattern,G9
44,5,initial_confidence,G10
48,4,initial_confidence,G10
49,3,initial_confidence,G10
50,3,initial_confidence,G10
51,4,initial_confidence,G10
52,4,initial_confidence,G10
53,4,initial_confidence,G10
54,3,initial_confidence,G10
55,4,initial_confidence,G10
56,2,initial_confidence,G10
57,3,initial_confidence,G10
59,2,initial_confidence,G10
62,5,initial_confidence,G10
63,4,initial_confidence,G10
65,4,initial_confidence,G10
68,4,initial_confidence,G10
44,3,complexity_perceived,G10
48,4,complexity_perceived,G10
49,4,complexity_perceived,G10
50,3,complexity_perceived,G10
51,3,complexity_perceived,G10
52,4,complexity_perceived,G10
53,2,complexity_perceived,G10
54,5,complexity_perceived,G10
55,3,complexity_perceived,G10
56,5,complexity_perceived,G10
57,4,complexity_perceived,G10
59,5,complexity_perceived,G10
62,3,complexity_perceived,G10
63,2,complexity_perceived,G10
65,4,complexity_perceived,G10
68,4,complexity_perceived,G10
44,5,final_confidence,G10
48,4,final_confidence,G10
49,4,final_confidence,G10
50,4,final_confidence,G10
51,2,final_confidence,G10
52,5,final_confidence,G10
53,4,final_confidence,G10
54,5,final_confidence,G10
55,5,final_confidence,G10
56,4,final_confidence,G10
57,3,final_confidence,G10
59,2,final_confidence,G10
62,5,final_confidence,G10
63,5,final_confidence,G10
65,4,final_confidence,G10
68,4,final_confidence,G10
44,3,utility,G10
48,5,utility,G10
49,1,utility,G10
50,3,utility,G10
51,4,utility,G10
52,4,utility,G10
53,2,utility,G10
54,4,utility,G10
55,1,utility,G10
56,5,utility,G10
57,2,utility,G10
59,1,utility,G10
62,3,utility,G10
63,2,utility,G10
65,1,utility,G10
68,1,utility,G10
44,0,Ground_truth,G10
48,0,Ground_truth,G10
49,0,Ground_truth,G10
50,0,Ground_truth,G10
51,0,Ground_truth,G10
52,0,Ground_truth,G10
53,0,Ground_truth,G10
54,0,Ground_truth,G10
55,0,Ground_truth,G10
56,0,Ground_truth,G10
57,0,Ground_truth,G10
59,0,Ground_truth,G10
62,0,Ground_truth,G10
63,0,Ground_truth,G10
65,0,Ground_truth,G10
68,0,Ground_truth,G10
44,1,reliance_pattern,G10
48,1,reliance_pattern,G10
49,1,reliance_pattern,G10
50,1,reliance_pattern,G10
51,0,reliance_pattern,G10
52,1,reliance_pattern,G10
53,1,reliance_pattern,G10
54,1,reliance_pattern,G10
55,1,reliance_pattern,G10
56,0,reliance_pattern,G10
57,0,reliance_pattern,G10
59,0,reliance_pattern,G10
62,1,reliance_pattern,G10
63,1,reliance_pattern,G10
65,1,reliance_pattern,G10
68,1,reliance_pattern,G10
44,5,initial_confidence,G11
48,4,initial_confidence,G11
49,5,initial_confidence,G11
50,2,initial_confidence,G11
51,5,initial_confidence,G11
52,5,initial_confidence,G11
53,4,initial_confidence,G11
54,2,initial_confidence,G11
55,3,initial_confidence,G11
56,2,initial_confidence,G11
57,4,initial_confidence,G11
59,5,initial_confidence,G11
62,5,initial_confidence,G11
63,5,initial_confidence,G11
65,5,initial_confidence,G11
68,4,initial_confidence,G11
44,3,complexity_perceived,G11
48,4,complexity_perceived,G11
49,3,complexity_perceived,G11
50,5,complexity_perceived,G11
51,1,complexity_perceived,G11
52,4,complexity_perceived,G11
53,2,complexity_perceived,G11
54,4,complexity_perceived,G11
55,4,complexity_perceived,G11
56,4,complexity_perceived,G11
57,2,complexity_perceived,G11
59,2,complexity_perceived,G11
62,3,complexity_perceived,G11
63,2,complexity_perceived,G11
65,2,complexity_perceived,G11
68,4,complexity_perceived,G11
44,5,final_confidence,G11
48,5,final_confidence,G11
49,4,final_confidence,G11
50,4,final_confidence,G11
51,6,final_confidence,G11
52,5,final_confidence,G11
53,5,final_confidence,G11
54,2,final_confidence,G11
55,4,final_confidence,G11
56,3,final_confidence,G11
57,4,final_confidence,G11
59,5,final_confidence,G11
62,5,final_confidence,G11
63,5,final_confidence,G11
65,5,final_confidence,G11
68,5,final_confidence,G11
44,2,utility,G11
48,4,utility,G11
49,1,utility,G11
50,4,utility,G11
51,1,utility,G11
52,5,utility,G11
53,2,utility,G11
54,3,utility,G11
55,2,utility,G11
56,3,utility,G11
57,3,utility,G11
59,1,utility,G11
62,3,utility,G11
63,2,utility,G11
65,1,utility,G11
68,3,utility,G11
44,0,Ground_truth,G11
48,0,Ground_truth,G11
49,0,Ground_truth,G11
50,0,Ground_truth,G11
51,0,Ground_truth,G11
52,0,Ground_truth,G11
53,0,Ground_truth,G11
54,0,Ground_truth,G11
55,0,Ground_truth,G11
56,0,Ground_truth,G11
57,0,Ground_truth,G11
59,0,Ground_truth,G11
